topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0608H,APW20000314.0031,1013,The more common mistakes include using the wrong size seat and using a forward-facing seat for an infant who's not old enough to ride in one.,APW20000209.0099,3580,Cischke said some of the more common mistakes were getting the wrong sized-seat for the child and moving an infant into a forward-facing seat too quickly.,"3580, 3721","1013, 1117",Cischke said some of the more common mistakes were getting the wrong sized-seat for the child and moving an infant into a forward-facing seat,The more common mistakes include using the wrong size seat and using a forward-facing seat for an infant,0,0.7056157
D0608H,APW20000314.0031,1013,The more common mistakes include using the wrong size seat and using a forward-facing seat for an infant who's not old enough to ride in one.,APW20000314.0031,1013,The more common mistakes include using the wrong size seat and using a forward-facing seat for an infant who's not old enough to ride in one.,"1013, 1117","1013, 1117",The more common mistakes include using the wrong size seat and using a forward-facing seat for an infant,The more common mistakes include using the wrong size seat and using a forward-facing seat for an infant,0,0.7233469
D0608H,APW20000314.0031,1013,The more common mistakes include using the wrong size seat and using a forward-facing seat for an infant who's not old enough to ride in one.,APW20000314.0031,1013,The more common mistakes include using the wrong size seat and using a forward-facing seat for an infant who's not old enough to ride in one.,"1108, 1117;1121, 1123;1128, 1154","1108, 1117;1121, 1123;1128, 1154",an infant...'s...old enough to ride in one.,an infant...'s...old enough to ride in one.,0,0.70827115
D0608H,APW20000314.0031,1155,"Volvo spokesman Soren Johansson said he wasn't sure the NTSB had even approached his company about a child-safety program, but he praised the focus of the meeting in Atlanta.",APW20000314.0031,1155,"Volvo spokesman Soren Johansson said he wasn't sure the NTSB had even approached his company about a child-safety program, but he praised the focus of the meeting in Atlanta.","1155, 1276","1155, 1276",Volvo spokesman Soren Johansson said he wasn't sure the NTSB had even approached his company about a child-safety program,Volvo spokesman Soren Johansson said he wasn't sure the NTSB had even approached his company about a child-safety program,0,0.7272022
D0608H,APW20000314.0031,1155,"Volvo spokesman Soren Johansson said he wasn't sure the NTSB had even approached his company about a child-safety program, but he praised the focus of the meeting in Atlanta.",APW20000314.0031,1155,"Volvo spokesman Soren Johansson said he wasn't sure the NTSB had even approached his company about a child-safety program, but he praised the focus of the meeting in Atlanta.","1282, 1329","1282, 1329",he praised the focus of the meeting in Atlanta.,he praised the focus of the meeting in Atlanta.,0,0.7237937
D0608H,APW20000314.0031,1330,"''Child safety has been on the agenda with us for years,'' Johansson said.",APW20000314.0031,1330,"''Child safety has been on the agenda with us for years,'' Johansson said.","1332, 1385","1332, 1385",Child safety has been on the agenda with us for years,Child safety has been on the agenda with us for years,0,0.7267005
D0608H,APW20000314.0031,1330,"''Child safety has been on the agenda with us for years,'' Johansson said.",APW20000314.0031,1330,"''Child safety has been on the agenda with us for years,'' Johansson said.","1389, 1404","1389, 1404",Johansson said.,Johansson said.,0,0.64570767
D0608H,APW20000314.0031,1405,''It's good to see other manufacturers are now jumping on the bandwagon.'',APW20000314.0031,1405,''It's good to see other manufacturers are now jumping on the bandwagon.'',"1407, 1443","1407, 1443",It's good to see other manufacturers,It's good to see other manufacturers,0,0.7046349
D0608H,APW20000314.0031,1405,''It's good to see other manufacturers are now jumping on the bandwagon.'',APW20000314.0031,1405,''It's good to see other manufacturers are now jumping on the bandwagon.'',"1407, 1416;1424, 1451;1460, 1477","1407, 1443",It's good...other manufacturers are now...on the bandwagon.,It's good to see other manufacturers,0,0.5744529
D0608H,APW20000314.0031,1405,''It's good to see other manufacturers are now jumping on the bandwagon.'',APW19990603.0019,2859,"``I am confident the other automobile manufacturers in our country will step forward now with their own programs,'' he said.","2876, 2971","1407, 1416;1424, 1451;1460, 1477",the other automobile manufacturers in our country will step forward now with their own programs,It's good...other manufacturers are now...on the bandwagon.,0,0.5069517
D0608H,APW20000314.0031,1405,''It's good to see other manufacturers are now jumping on the bandwagon.'',APW20000314.0031,1405,''It's good to see other manufacturers are now jumping on the bandwagon.'',"1407, 1443","1407, 1416;1424, 1451;1460, 1477",It's good to see other manufacturers,It's good...other manufacturers are now...on the bandwagon.,0,0.6218157
D0608H,APW20000314.0031,1405,''It's good to see other manufacturers are now jumping on the bandwagon.'',APW20000314.0031,1405,''It's good to see other manufacturers are now jumping on the bandwagon.'',"1407, 1416;1424, 1451;1460, 1477","1407, 1416;1424, 1451;1460, 1477",It's good...other manufacturers are now...on the bandwagon.,It's good...other manufacturers are now...on the bandwagon.,0,0.7363462
D0608H,APW20000314.0031,1405,''It's good to see other manufacturers are now jumping on the bandwagon.'',APW20000314.0031,1405,''It's good to see other manufacturers are now jumping on the bandwagon.'',"1407, 1416;1448, 1477","1407, 1416;1424, 1451;1460, 1477",It's good...now jumping on the bandwagon.,It's good...other manufacturers are now...on the bandwagon.,0,0.63072705
D0608H,APW20000314.0031,1405,''It's good to see other manufacturers are now jumping on the bandwagon.'',APW20000314.0031,1405,''It's good to see other manufacturers are now jumping on the bandwagon.'',"1407, 1416;1448, 1477","1407, 1416;1448, 1477",It's good...now jumping on the bandwagon.,It's good...now jumping on the bandwagon.,0,0.7348604
D0608H,APW20000314.0031,1480,Subaru spokesman Richard Marshall said his company sent a letter to the NTSB saying it would like to cooperate in a child seat safety program if guidelines could be worked out.,APW20000314.0031,1480,Subaru spokesman Richard Marshall said his company sent a letter to the NTSB saying it would like to cooperate in a child seat safety program if guidelines could be worked out.,"1480, 1621","1480, 1621",Subaru spokesman Richard Marshall said his company sent a letter to the NTSB saying it would like to cooperate in a child seat safety program,Subaru spokesman Richard Marshall said his company sent a letter to the NTSB saying it would like to cooperate in a child seat safety program,0,0.7318174
D0608H,APW20000314.0031,1480,Subaru spokesman Richard Marshall said his company sent a letter to the NTSB saying it would like to cooperate in a child seat safety program if guidelines could be worked out.,APW20000314.0031,1480,Subaru spokesman Richard Marshall said his company sent a letter to the NTSB saying it would like to cooperate in a child seat safety program if guidelines could be worked out.,"1622, 1656","1622, 1656",if guidelines could be worked out.,if guidelines could be worked out.,0,0.7101637
D0608H,APW20000314.0031,1657,Mitsubishi spokesman Kim Custer said his company has done a series of campaigns about child passenger safety.,APW20000314.0031,1657,Mitsubishi spokesman Kim Custer said his company has done a series of campaigns about child passenger safety.,"1657, 1766","1657, 1766",Mitsubishi spokesman Kim Custer said his company has done a series of campaigns about child passenger safety.,Mitsubishi spokesman Kim Custer said his company has done a series of campaigns about child passenger safety.,0,0.7473981
D0608H,APW20000314.0031,1657,Mitsubishi spokesman Kim Custer said his company has done a series of campaigns about child passenger safety.,APW20000314.0031,1657,Mitsubishi spokesman Kim Custer said his company has done a series of campaigns about child passenger safety.,"1689, 1766","1657, 1766",said his company has done a series of campaigns about child passenger safety.,Mitsubishi spokesman Kim Custer said his company has done a series of campaigns about child passenger safety.,0,0.73705715
D0608H,APW20000314.0031,1657,Mitsubishi spokesman Kim Custer said his company has done a series of campaigns about child passenger safety.,APW20000314.0031,1657,Mitsubishi spokesman Kim Custer said his company has done a series of campaigns about child passenger safety.,"1657, 1766","1689, 1766",Mitsubishi spokesman Kim Custer said his company has done a series of campaigns about child passenger safety.,said his company has done a series of campaigns about child passenger safety.,0,0.71713
D0608H,APW20000314.0031,1657,Mitsubishi spokesman Kim Custer said his company has done a series of campaigns about child passenger safety.,APW20000314.0031,1657,Mitsubishi spokesman Kim Custer said his company has done a series of campaigns about child passenger safety.,"1689, 1766","1689, 1766",said his company has done a series of campaigns about child passenger safety.,said his company has done a series of campaigns about child passenger safety.,0,0.73739225
D0608H,APW20000314.0031,1767,Representatives of the three other companies singled out by Hall did not return phone calls seeking comment Monday.,APW20000314.0031,1767,Representatives of the three other companies singled out by Hall did not return phone calls seeking comment Monday.,"1786, 1831","1786, 1831",the three other companies singled out by Hall,the three other companies singled out by Hall,0,0.7026995
D0608H,APW20000314.0031,1767,Representatives of the three other companies singled out by Hall did not return phone calls seeking comment Monday.,APW20000314.0031,1767,Representatives of the three other companies singled out by Hall did not return phone calls seeking comment Monday.,"1767, 1811;1832, 1882","1767, 1811;1832, 1882",Representatives of the three other companies...did not return phone calls seeking comment Monday.,Representatives of the three other companies...did not return phone calls seeking comment Monday.,0,0.74920464
D0608H,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,APW19990831.0237,2056,"Hall praised DaimlerChrysler, but said ``states shouldn't wait for automakers to do something.''","2056, 2084","1883, 1941",Hall praised DaimlerChrysler,Hall praised a DaimlerChrysler program launched last month,0,0.6566933
D0608H,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,"1883, 1941","1883, 1941",Hall praised a DaimlerChrysler program launched last month,Hall praised a DaimlerChrysler program launched last month,0,0.7146936
D0608H,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,"1896, 1988","1883, 1941",a DaimlerChrysler program launched last month that allows adults driving any make of vehicle,Hall praised a DaimlerChrysler program launched last month,0,0.6248387
D0608H,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,"1883, 1941","1896, 1988",Hall praised a DaimlerChrysler program launched last month,a DaimlerChrysler program launched last month that allows adults driving any make of vehicle,0,0.6387677
D0608H,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,"1896, 1988","1896, 1988",a DaimlerChrysler program launched last month that allows adults driving any make of vehicle,a DaimlerChrysler program launched last month that allows adults driving any make of vehicle,0,0.72689056
D0608H,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,APW20000209.0099,445,DaimlerChrysler Corp. began taking appointments Wednesday at 400 dealerships in 80 cities for child seat checkups.,"445, 559","1989, 2047",DaimlerChrysler Corp. began taking appointments Wednesday at 400 dealerships in 80 cities for child seat checkups.,to make appointments at DaimlerChrysler dealerships to see,0,0.50956607
D0608H,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,APW20000209.0099,4121,"But until DaimlerChrysler's announcement, no automaker offered parents the chance to make an appointment at dealerships on such a wide scale.","4125, 4161;4163, 4262","1989, 2047",until DaimlerChrysler's announcement...no automaker offered parents the chance to make an appointment at dealerships on such a wide scale.,to make appointments at DaimlerChrysler dealerships to see,0,0.51230496
D0608H,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,"1989, 2047","1989, 2047",to make appointments at DaimlerChrysler dealerships to see,to make appointments at DaimlerChrysler dealerships to see,0,0.71216595
D0608H,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,"1997, 2009;2013, 2090","1989, 2047",appointments...DaimlerChrysler dealerships to see if their child seat is properly installed.,to make appointments at DaimlerChrysler dealerships to see,0,0.66165346
D0608H,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,APW19990603.0019,0,"WASHINGTON (AP) -- When you get your car brakes checked or an oil change at a DaimlerChrysler dealership next year, you also may be able to get expert advice on whether a child seat is being used correctly.","19, 119;125, 206","1997, 2009;2013, 2090","When you get your car brakes checked or an oil change at a DaimlerChrysler dealership next year, you...may be able to get expert advice on whether a child seat is being used correctly.",appointments...DaimlerChrysler dealerships to see if their child seat is properly installed.,0,0.5553089
D0608H,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,APW19990603.0019,207,DaimlerChrysler AG is establishing a new service at about 20 percent of its dealerships to advise parents on how to install car seats to protect children.,"207, 340","1997, 2009;2013, 2090",DaimlerChrysler AG is establishing a new service at about 20 percent of its dealerships to advise parents on how to install car seats,appointments...DaimlerChrysler dealerships to see if their child seat is properly installed.,0,0.5747298
D0608H,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,APW20000209.0099,445,DaimlerChrysler Corp. began taking appointments Wednesday at 400 dealerships in 80 cities for child seat checkups.,"445, 559","1997, 2009;2013, 2090",DaimlerChrysler Corp. began taking appointments Wednesday at 400 dealerships in 80 cities for child seat checkups.,appointments...DaimlerChrysler dealerships to see if their child seat is properly installed.,0,0.5846862
D0608H,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,"1989, 2047","1997, 2009;2013, 2090",to make appointments at DaimlerChrysler dealerships to see,appointments...DaimlerChrysler dealerships to see if their child seat is properly installed.,0,0.66522807
D0608H,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,APW20000314.0031,1883,Hall praised a DaimlerChrysler program launched last month that allows adults driving any make of vehicle to make appointments at DaimlerChrysler dealerships to see if their child seat is properly installed.,"1997, 2009;2013, 2090","1997, 2009;2013, 2090",appointments...DaimlerChrysler dealerships to see if their child seat is properly installed.,appointments...DaimlerChrysler dealerships to see if their child seat is properly installed.,0,0.71824145
D0608H,APW20000314.0031,2091,"He also praised General Motors, which has had a long-standing partnership with the National Safe Kids Campaign to hold car seat checkups.",APW20000314.0031,2091,"He also praised General Motors, which has had a long-standing partnership with the National Safe Kids Campaign to hold car seat checkups.","2091, 2093;2099, 2121","2091, 2093;2099, 2121",He...praised General Motors,He...praised General Motors,0,0.7099092
D0608H,APW20000314.0031,2091,"He also praised General Motors, which has had a long-standing partnership with the National Safe Kids Campaign to hold car seat checkups.",APW20000314.0031,2091,"He also praised General Motors, which has had a long-standing partnership with the National Safe Kids Campaign to hold car seat checkups.","2099, 2122;2129, 2201","2091, 2093;2099, 2121","praised General Motors,...has had a long-standing partnership with the National Safe Kids Campaign",He...praised General Motors,0,0.59962577
D0608H,APW20000314.0031,2091,"He also praised General Motors, which has had a long-standing partnership with the National Safe Kids Campaign to hold car seat checkups.",APW19990603.0019,3113,"Since 1996, GM has worked with the National Safe Kids Campaign, a nonprofit group that promotes child safety, to hold weekend or daylong child-safety-seat checks at about 1,000 of the company's dealerships.","3113, 3123;3125, 3175","2099, 2122;2129, 2201",Since 1996...GM has worked with the National Safe Kids Campaign,"praised General Motors,...has had a long-standing partnership with the National Safe Kids Campaign",0,0.64361274
D0608H,APW20000314.0031,2091,"He also praised General Motors, which has had a long-standing partnership with the National Safe Kids Campaign to hold car seat checkups.",APW19990603.0163,2416,"Since 1996, GM has worked with the National Safe Kids Campaign, a nonprofit group that promotes child safety, to hold weekend or daylong child safety seat checks at about 1,000 of the company's dealerships.","2416, 2426;2428, 2478","2099, 2122;2129, 2201",Since 1996...GM has worked with the National Safe Kids Campaign,"praised General Motors,...has had a long-standing partnership with the National Safe Kids Campaign",0,0.64361274
D0608H,APW20000314.0031,2091,"He also praised General Motors, which has had a long-standing partnership with the National Safe Kids Campaign to hold car seat checkups.",APW20000314.0031,2091,"He also praised General Motors, which has had a long-standing partnership with the National Safe Kids Campaign to hold car seat checkups.","2091, 2093;2099, 2121","2099, 2122;2129, 2201",He...praised General Motors,"praised General Motors,...has had a long-standing partnership with the National Safe Kids Campaign",0,0.66982555
D0608H,APW20000314.0031,2091,"He also praised General Motors, which has had a long-standing partnership with the National Safe Kids Campaign to hold car seat checkups.",APW20000314.0031,2091,"He also praised General Motors, which has had a long-standing partnership with the National Safe Kids Campaign to hold car seat checkups.","2099, 2122;2129, 2201","2099, 2122;2129, 2201","praised General Motors,...has had a long-standing partnership with the National Safe Kids Campaign","praised General Motors,...has had a long-standing partnership with the National Safe Kids Campaign",0,0.7052426
D0608H,APW20000314.0031,2091,"He also praised General Motors, which has had a long-standing partnership with the National Safe Kids Campaign to hold car seat checkups.",APW20000314.0031,2091,"He also praised General Motors, which has had a long-standing partnership with the National Safe Kids Campaign to hold car seat checkups.","2170, 2228","2170, 2228",the National Safe Kids Campaign to hold car seat checkups.,the National Safe Kids Campaign to hold car seat checkups.,0,0.70293975
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW20000209.0099,0,"WASHINGTON (AP) -- With federal regulators pondering whether they should start rating child safety seats, a major automaker began offering parents a free seat checkup service, regardless of what kind of car they have.","106, 174","2231, 2303",a major automaker began offering parents a free seat checkup service,This is a viable first step taken by two of our major auto manufacturers,0,0.50473833
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.","2231, 2303","2231, 2303",This is a viable first step taken by two of our major auto manufacturers,This is a viable first step taken by two of our major auto manufacturers,0,0.7256035
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.","2239, 2381","2231, 2303",a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,This is a viable first step taken by two of our major auto manufacturers,0,0.6009037
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW19990407.0101,681,"``It's time to put children and their safety first in vehicle design,'' Hall said.","682, 749","2239, 2381",`It's time to put children and their safety first in vehicle design,a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,0,0.56871045
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW19990408.0121,118,"``It's time for the automobile manufacturers to put kids first in the design of their vehicles, and to focus on the back seat where kids sit most of the time,'' Jim Hall, chairman of the National Transportation Safety Board, said Wednesday in a telephone interview.","134, 212","2239, 2381",the automobile manufacturers to put kids first in the design of their vehicles,a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,0,0.5455646
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.","2231, 2303","2239, 2381",This is a viable first step taken by two of our major auto manufacturers,a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,0,0.6975587
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.","2239, 2381","2239, 2381",a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,0,0.729216
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW19990113.0033,415,"Most parents do not know a child seat is improperly installed until after their child is killed or injured in a crash, Hall said.","534, 544","2385, 2395",Hall said.,Hall said.,0,0.6742234
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW19990113.0033,807,"Frustrated parents struggle to properly install about 70 models of child car seats in hundreds of different types of cars each year, meaning there are ``potentially 100,000 different ways to confuse the average consumer,'' Hall said.","1030, 1040","2385, 2395",Hall said.,Hall said.,0,0.6742234
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW19990113.0033,1135,"The fitting stations could be established across the United States at vehicle inspection sites, motor vehicle administration offices, fire stations or automobile dealerships, Hall said.","1310, 1320","2385, 2395",Hall said.,Hall said.,0,0.6742234
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW19990113.0033,1855,"``Isn't it unbelievable that regulations require everything to be secured on (airplane) takeoffs and landings -- everything except our smallest children,'' Hall said.","2011, 2021","2385, 2395",Hall said.,Hall said.,0,0.6742234
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW19990113.0033,3020,"The average car is about 9 years old, however, underscoring the need for child seat fitting stations for the millions of vehicles already on the road, Hall said.","3171, 3181","2385, 2395",Hall said.,Hall said.,0,0.6742234
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW19990407.0101,681,"``It's time to put children and their safety first in vehicle design,'' Hall said.","753, 763","2385, 2395",Hall said.,Hall said.,0,0.6742234
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW19990603.0019,2053,"Each year, frustrated parents struggle to install about 70 models of child car seats in hundreds of types of cars with different shapes of back seats, meaning there are ``potentially 100,000 different ways to confuse the average consumer,'' NTSB Chairman Jim Hall says.","2294, 2322","2385, 2395",NTSB Chairman Jim Hall says.,Hall said.,0,0.5285862
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW19990603.0163,1504,"Each year, frustrated parents struggle to install about 70 models of child car seats in hundreds of types of cars with different shapes of back seats, meaning there are ``potentially 100,000 different ways to confuse the average consumer,'' NTSB Chairman Jim Hall says.","1745, 1773","2385, 2395",NTSB Chairman Jim Hall says.,Hall said.,0,0.5285862
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.","2385, 2395","2385, 2395",Hall said.,Hall said.,0,0.6742234
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW20000314.0031,2600,"Toyota and Volkswagen have said they will encourage dealers to set up fitting stations, but they haven't committed any money to the effort, Hall said.","2740, 2750","2385, 2395",Hall said.,Hall said.,0,0.6742234
D0608H,APW20000314.0031,2229,"''This is a viable first step taken by two of our major auto manufacturers to change the safety culture on our highways and to put the focus on our kids,'' Hall said.",APW20000314.0031,2958,"''However, not one state currently has a comprehensive child passenger protection law with all of these requirements,'' Hall said.","3078, 3088","2385, 2395",Hall said.,Hall said.,0,0.6742234
D0608H,APW20000314.0031,2396,He said Ford Motor Co. officials told him Sunday that they plan to announce a major car-seat program soon.,APW20000314.0031,2396,He said Ford Motor Co. officials told him Sunday that they plan to announce a major car-seat program soon.,"2396, 2449","2396, 2449",He said Ford Motor Co. officials told him Sunday that,He said Ford Motor Co. officials told him Sunday that,0,0.73619896
D0608H,APW20000314.0031,2396,He said Ford Motor Co. officials told him Sunday that they plan to announce a major car-seat program soon.,APW20000314.0031,2396,He said Ford Motor Co. officials told him Sunday that they plan to announce a major car-seat program soon.,"2404, 2502","2396, 2449",Ford Motor Co. officials told him Sunday that they plan to announce a major car-seat program soon.,He said Ford Motor Co. officials told him Sunday that,0,0.5355072
D0608H,APW20000314.0031,2396,He said Ford Motor Co. officials told him Sunday that they plan to announce a major car-seat program soon.,APW20000314.0031,2396,He said Ford Motor Co. officials told him Sunday that they plan to announce a major car-seat program soon.,"2396, 2449","2404, 2502",He said Ford Motor Co. officials told him Sunday that,Ford Motor Co. officials told him Sunday that they plan to announce a major car-seat program soon.,0,0.6649608
D0608H,APW20000314.0031,2396,He said Ford Motor Co. officials told him Sunday that they plan to announce a major car-seat program soon.,APW20000314.0031,2396,He said Ford Motor Co. officials told him Sunday that they plan to announce a major car-seat program soon.,"2404, 2502","2404, 2502",Ford Motor Co. officials told him Sunday that they plan to announce a major car-seat program soon.,Ford Motor Co. officials told him Sunday that they plan to announce a major car-seat program soon.,0,0.7500947
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW19990113.0033,415,"Most parents do not know a child seat is improperly installed until after their child is killed or injured in a crash, Hall said.","534, 544","2503, 2540",Hall said.,"Hall said BMW, Honda, Nissan and Saab",0,0.5132147
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW19990113.0033,807,"Frustrated parents struggle to properly install about 70 models of child car seats in hundreds of different types of cars each year, meaning there are ``potentially 100,000 different ways to confuse the average consumer,'' Hall said.","1030, 1040","2503, 2540",Hall said.,"Hall said BMW, Honda, Nissan and Saab",0,0.5132147
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW19990113.0033,1135,"The fitting stations could be established across the United States at vehicle inspection sites, motor vehicle administration offices, fire stations or automobile dealerships, Hall said.","1310, 1320","2503, 2540",Hall said.,"Hall said BMW, Honda, Nissan and Saab",0,0.5132147
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW19990113.0033,1855,"``Isn't it unbelievable that regulations require everything to be secured on (airplane) takeoffs and landings -- everything except our smallest children,'' Hall said.","2011, 2021","2503, 2540",Hall said.,"Hall said BMW, Honda, Nissan and Saab",0,0.5132147
D0608H,APW20000314.0031,2503,"Hall said BMW, Honda, Nissan and Saab are still deciding what sort of commitment they will make.",APW19990113.0033,3020,"The average car is about 9 years old, however, underscoring the need for child seat fitting stations for the millions of vehicles already on the road, Hall said.","3171, 3181","2503, 2540",Hall said.,"Hall said BMW, Honda, Nissan and Saab",0,0.5132147
